sentence_id,original_length,token_count,tokens_after_stopword_removal,unique_tokens,unique_stemmed,unique_lemmatized
3780,183,29,19,19,19,19
3781,125,20,14,14,14,14
3782,148,22,16,16,16,16
3783,135,23,16,14,14,14
3784,99,17,11,10,10,10
3785,134,23,15,13,13,13
3786,94,16,9,9,9,9
3787,73,13,8,7,7,7
3788,211,33,20,20,20,20
3789,147,24,14,14,14,14
3790,186,26,18,17,17,17
3791,60,11,7,7,7,7
3792,109,16,11,11,11,11
3793,111,17,11,11,11,11
3794,98,15,11,11,11,11
3795,101,15,12,12,12,12
3796,115,14,10,10,10,10
3797,121,20,12,12,12,12
3798,59,8,6,6,6,6
3799,144,23,15,15,15,15
3800,65,9,6,6,6,6
3801,167,22,19,17,17,17
3802,108,17,11,11,11,11
3803,189,31,20,19,19,19
3804,66,12,8,8,8,8
3805,77,12,7,7,7,7
3806,171,29,16,16,16,16
3807,154,29,17,14,14,14
3808,96,18,9,9,9,9
3809,163,28,14,14,14,14
3810,168,26,16,16,16,16
3811,36,7,3,3,3,3
3812,228,40,23,22,22,22
3813,233,42,25,24,24,24
3814,153,28,15,15,15,15
3815,156,23,15,15,15,15
3816,88,15,9,9,9,9
3817,208,38,23,21,21,21
3818,97,17,12,12,11,11
3819,152,27,15,15,14,15
3820,153,26,16,14,14,14
3821,143,26,15,14,14,14
3822,168,27,16,16,16,16
3823,183,30,16,16,16,16
3824,71,14,8,8,8,8
3825,158,27,13,13,13,13
3826,101,17,10,10,10,10
3827,173,28,23,23,23,23
3828,58,11,7,7,7,7
3829,217,35,21,19,19,19
3830,170,26,17,17,17,17
3831,152,24,14,14,14,14
3832,209,36,20,19,18,19
3833,86,15,10,10,10,10
3834,104,15,10,10,10,10
3835,79,16,8,8,8,8
3836,79,13,6,6,6,6
3837,71,12,9,9,9,9
3838,122,18,9,9,9,9
3839,38,5,3,3,3,3
3840,109,18,12,11,11,11
3841,129,22,14,14,14,14
3842,115,20,14,14,13,13
3843,85,13,10,10,10,10
3844,57,8,6,6,6,6
3845,109,15,11,11,11,11
3846,57,9,7,7,7,7
3847,58,9,7,7,7,7
3848,55,9,5,5,5,5
3849,253,37,25,25,25,25
3850,108,17,9,9,9,9
3851,121,17,13,13,13,13
3852,102,17,8,8,8,8
3853,117,17,10,10,10,10
3854,120,18,11,10,10,10
3855,103,14,11,11,11,11
3856,57,10,7,7,7,7
3857,188,30,21,21,21,21
3858,113,19,10,10,10,10
3859,96,16,9,9,9,9
3860,178,30,17,17,17,17
3861,243,40,23,18,18,18
3862,133,20,13,13,13,13
3863,32,5,3,3,3,3
3864,141,23,12,10,10,10
3865,157,24,15,15,15,15
3866,195,33,21,19,18,19
3867,87,14,10,9,9,9
3868,142,23,17,17,17,17
3869,146,24,16,13,13,13
3870,143,22,16,13,13,13
3871,95,17,11,11,11,11
3872,52,9,7,6,6,6
3873,182,28,18,18,18,18
3874,162,22,16,16,15,16
3875,184,29,18,18,17,18
3876,158,23,16,16,16,16
3877,122,18,9,9,9,9
3878,191,34,19,18,18,18
3879,71,11,8,8,8,8
3880,140,28,18,15,15,15
3881,234,37,28,26,26,26
3882,219,35,23,23,23,23
3883,127,23,13,13,13,13
3884,177,27,19,19,19,19
3885,166,27,17,17,17,17
3886,97,16,9,9,9,9
3887,121,20,16,14,14,14
3888,122,20,14,13,13,13
3889,90,17,10,10,10,10
3890,73,15,8,8,8,8
3891,174,32,20,19,19,19
3892,82,13,9,9,9,9
3893,179,30,16,16,16,16
3894,100,19,11,11,11,11
3895,118,21,13,11,11,11
3896,55,9,7,6,6,6
3897,166,24,18,15,15,15
3898,249,36,26,26,26,26
3899,297,42,28,23,23,23
3900,123,18,13,13,13,13
3901,293,49,28,28,26,27
3902,157,27,16,15,15,15
3903,66,14,8,8,8,8
3904,185,30,18,18,18,18
3905,215,34,21,21,21,21
3906,131,21,13,12,12,12
3907,111,16,11,11,11,11
3908,152,24,16,16,16,16
3909,211,36,18,18,17,17
3910,245,38,23,22,22,22
3911,127,20,15,15,15,15
3912,26,4,3,3,3,3
3913,75,14,9,9,9,9
